"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","POP","TOT","MLN_PER","A","2008",45.98317,
"ESP","POP","TOT","MLN_PER","A","2009",46.36755,
"ESP","POP","TOT","MLN_PER","A","2010",46.56248,
"ESP","POP","TOT","MLN_PER","A","2011",46.73626,
"ESP","POP","TOT","MLN_PER","A","2012",46.7664,
"ESP","POP","TOT","MLN_PER","A","2013",46.59323,
"SWE","POP","TOT","MLN_PER","A","1995",8.826938,
"SWE","POP","TOT","MLN_PER","A","1996",8.840997,
"SWE","POP","TOT","MLN_PER","A","1997",8.846062,
"SWE","POP","TOT","MLN_PER","A","1998",8.850973,
"SWE","POP","TOT","MLN_PER","A","1999",8.857874,
"SWE","POP","TOT","MLN_PER","A","2000",8.872109,
"SWE","POP","TOT","MLN_PER","A","2001",8.89596,
"SWE","POP","TOT","MLN_PER","A","2002",8.924958,
"SWE","POP","TOT","MLN_PER","A","2003",8.958229,
"SWE","POP","TOT","MLN_PER","A","2004",8.993531,
"SWE","POP","TOT","MLN_PER","A","2005",9.029572,
"SWE","POP","TOT","MLN_PER","A","2006",9.080504,
"SWE","POP","TOT","MLN_PER","A","2007",9.148092,
"SWE","POP","TOT","MLN_PER","A","2008",9.219637,
"SWE","POP","TOT","MLN_PER","A","2009",9.298514,
"SWE","POP","TOT","MLN_PER","A","2010",9.378126,
"SWE","POP","TOT","MLN_PER","A","2011",9.449212,
"SWE","POP","TOT","MLN_PER","A","2012",9.519374,
"SWE","POP","TOT","MLN_PER","A","2013",9.609,"B"
"CHE","POP","TOT","MLN_PER","A","1995",7.040687,
"CHE","POP","TOT","MLN_PER","A","1996",7.071851,
"CHE","POP","TOT","MLN_PER","A","1997",7.088906,
"CHE","POP","TOT","MLN_PER","A","1998",7.110002,
"CHE","POP","TOT","MLN_PER","A","1999",7.143991,
"CHE","POP","TOT","MLN_PER","A","2000",7.18425,
"CHE","POP","TOT","MLN_PER","A","2001",7.226647,
"CHE","POP","TOT","MLN_PER","A","2002",7.284754,
"CHE","POP","TOT","MLN_PER","A","2003",7.339,
"CHE","POP","TOT","MLN_PER","A","2004",7.389625,
"CHE","POP","TOT","MLN_PER","A","2005",7.437115,
"CHE","POP","TOT","MLN_PER","A","2006",7.483934,
"CHE","POP","TOT","MLN_PER","A","2007",7.551117,
"CHE","POP","TOT","MLN_PER","A","2008",7.647675,
"CHE","POP","TOT","MLN_PER","A","2009",7.743831,
"CHE","POP","TOT","MLN_PER","A","2010",7.82797,
"CHE","POP","TOT","MLN_PER","A","2011",7.912398,
"CHE","POP","TOT","MLN_PER","A","2012",7.996861,
"CHE","POP","TOT","MLN_PER","A","2013",8.14,
"TUR","POP","TOT","MLN_PER","A","1995",59.756,
"TUR","POP","TOT","MLN_PER","A","1996",60.671,
"TUR","POP","TOT","MLN_PER","A","1997",61.582,
"TUR","POP","TOT","MLN_PER","A","1998",62.464,
"TUR","POP","TOT","MLN_PER","A","1999",63.364,
"TUR","POP","TOT","MLN_PER","A","2000",64.26875,
"TUR","POP","TOT","MLN_PER","A","2001",65.16633,
"TUR","POP","TOT","MLN_PER","A","2002",66.00251,
"TUR","POP","TOT","MLN_PER","A","2003",66.79455,
"TUR","POP","TOT","MLN_PER","A","2004",67.59873,
"TUR","POP","TOT","MLN_PER","A","2005",68.43538,
"TUR","POP","TOT","MLN_PER","A","2006",69.29525,
"TUR","POP","TOT","MLN_PER","A","2007",70.15811,
"TUR","POP","TOT","MLN_PER","A","2008",71.05168,
"TUR","POP","TOT","MLN_PER","A","2009",72.0392,
"TUR","POP","TOT","MLN_PER","A","2010",73.14215,
"TUR","POP","TOT","MLN_PER","A","2011",74.22363,
"TUR","POP","TOT","MLN_PER","A","2012",75.17583,
"TUR","POP","TOT","MLN_PER","A","2013",76.05462,
"GBR","POP","TOT","MLN_PER","A","1995",58.025,
"GBR","POP","TOT","MLN_PER","A","1996",58.164,
"GBR","POP","TOT","MLN_PER","A","1997",58.314,
"GBR","POP","TOT","MLN_PER","A","1998",58.475,
"GBR","POP","TOT","MLN_PER","A","1999",58.684,
"GBR","POP","TOT","MLN_PER","A","2000",58.886,
"GBR","POP","TOT","MLN_PER","A","2001",59.113,"B"
"GBR","POP","TOT","MLN_PER","A","2002",58.56963,
"GBR","POP","TOT","MLN_PER","A","2003",58.83895,
"GBR","POP","TOT","MLN_PER","A","2004",59.14912,
"GBR","POP","TOT","MLN_PER","A","2005",59.59104,
"GBR","POP","TOT","MLN_PER","A","2006",60.00257,
"GBR","POP","TOT","MLN_PER","A","2007",60.48182,
"GBR","POP","TOT","MLN_PER","A","2008",60.98238,
"GBR","POP","TOT","MLN_PER","A","2009",61.42372,
"GBR","POP","TOT","MLN_PER","A","2010",61.91464,
"GBR","POP","TOT","MLN_PER","A","2011",62.4352,
"GBR","POP","TOT","MLN_PER","A","2012",62.8588,
"GBR","POP","TOT","MLN_PER","A","2013",63.23794,
"USA","POP","TOT","MLN_PER","A","1995",266.2784,
"USA","POP","TOT","MLN_PER","A","1996",269.3943,
"USA","POP","TOT","MLN_PER","A","1997",272.6469,
"USA","POP","TOT","MLN_PER","A","1998",275.8541,
"USA","POP","TOT","MLN_PER","A","1999",279.0402,
"USA","POP","TOT","MLN_PER","A","2000",282.1624,
"USA","POP","TOT","MLN_PER","A","2001",284.969,
"USA","POP","TOT","MLN_PER","A","2002",287.6252,
"USA","POP","TOT","MLN_PER","A","2003",290.1079,
"USA","POP","TOT","MLN_PER","A","2004",292.8053,
"USA","POP","TOT","MLN_PER","A","2005",295.5166,
"USA","POP","TOT","MLN_PER","A","2006",298.3799,
"USA","POP","TOT","MLN_PER","A","2007",301.2312,
"USA","POP","TOT","MLN_PER","A","2008",304.094,
"USA","POP","TOT","MLN_PER","A","2009",306.7715,
"USA","POP","TOT","MLN_PER","A","2010",309.3471,
"USA","POP","TOT","MLN_PER","A","2011",311.7216,
"USA","POP","TOT","MLN_PER","A","2012",314.1121,
"USA","POP","TOT","MLN_PER","A","2013",316.498,
"CHL","POP","TOT","MLN_PER","A","1995",14.39494,
"CHL","POP","TOT","MLN_PER","A","1996",14.5955,
"CHL","POP","TOT","MLN_PER","A","1997",14.79608,
"CHL","POP","TOT","MLN_PER","A","1998",14.99665,
"CHL","POP","TOT","MLN_PER","A","1999",15.19721,
"CHL","POP","TOT","MLN_PER","A","2000",15.39778,
"CHL","POP","TOT","MLN_PER","A","2001",15.57168,
"CHL","POP","TOT","MLN_PER","A","2002",15.66827,
"CHL","POP","TOT","MLN_PER","A","2003",15.83784,
"CHL","POP","TOT","MLN_PER","A","2004",16.00167,
"CHL","POP","TOT","MLN_PER","A","2005",16.16532,
"CHL","POP","TOT","MLN_PER","A","2006",16.33217,
"CHL","POP","TOT","MLN_PER","A","2007",16.50487,
"CHL","POP","TOT","MLN_PER","A","2008",16.68685,
"CHL","POP","TOT","MLN_PER","A","2009",16.87677,
"CHL","POP","TOT","MLN_PER","A","2010",17.06614,
"CHL","POP","TOT","MLN_PER","A","2011",17.25553,
"CHL","POP","TOT","MLN_PER","A","2012",17.4448,
"CHL","POP","TOT","MLN_PER","A","2013",17.63158,
"EST","POP","TOT","MLN_PER","A","1995",1.436633,
"EST","POP","TOT","MLN_PER","A","1996",1.415594,
"EST","POP","TOT","MLN_PER","A","1997",1.399535,
"EST","POP","TOT","MLN_PER","A","1998",1.386155,
"EST","POP","TOT","MLN_PER","A","1999",1.380619,
"EST","POP","TOT","MLN_PER","A","2000",1.396985,
"EST","POP","TOT","MLN_PER","A","2001",1.388115,
"EST","POP","TOT","MLN_PER","A","2002",1.37935,
"EST","POP","TOT","MLN_PER","A","2003",1.37072,
"EST","POP","TOT","MLN_PER","A","2004",1.36255,
"EST","POP","TOT","MLN_PER","A","2005",1.354775,
"EST","POP","TOT","MLN_PER","A","2006",1.34681,
"EST","POP","TOT","MLN_PER","A","2007",1.34068,
"EST","POP","TOT","MLN_PER","A","2008",1.33709,
"EST","POP","TOT","MLN_PER","A","2009",1.334515,
"EST","POP","TOT","MLN_PER","A","2010",1.331475,
"EST","POP","TOT","MLN_PER","A","2011",1.327439,
"EST","POP","TOT","MLN_PER","A","2012",1.322696,
"EST","POP","TOT","MLN_PER","A","2013",1.317997,
"ISR","POP","TOT","MLN_PER","A","1995",5.5449,
"ISR","POP","TOT","MLN_PER","A","1996",5.6851,
"ISR","POP","TOT","MLN_PER","A","1997",5.8289,
"ISR","POP","TOT","MLN_PER","A","1998",5.9707,
"ISR","POP","TOT","MLN_PER","A","1999",6.1253,
"ISR","POP","TOT","MLN_PER","A","2000",6.2892,
"ISR","POP","TOT","MLN_PER","A","2001",6.439,
"ISR","POP","TOT","MLN_PER","A","2002",6.57,
"ISR","POP","TOT","MLN_PER","A","2003",6.6897,
"ISR","POP","TOT","MLN_PER","A","2004",6.809,
"ISR","POP","TOT","MLN_PER","A","2005",6.9301,
"ISR","POP","TOT","MLN_PER","A","2006",7.0537,
"ISR","POP","TOT","MLN_PER","A","2007",7.1801,
"ISR","POP","TOT","MLN_PER","A","2008",7.3088,
"ISR","POP","TOT","MLN_PER","A","2009",7.4856,
"ISR","POP","TOT","MLN_PER","A","2010",7.6236,
"ISR","POP","TOT","MLN_PER","A","2011",7.7658,
"ISR","POP","TOT","MLN_PER","A","2012",7.9105,
"ISR","POP","TOT","MLN_PER","A","2013",8.059,
"SVN","POP","TOT","MLN_PER","A","1995",1.987505,
"SVN","POP","TOT","MLN_PER","A","1996",1.991169,
"SVN","POP","TOT","MLN_PER","A","1997",1.986848,
"SVN","POP","TOT","MLN_PER","A","1998",1.982603,
"SVN","POP","TOT","MLN_PER","A","1999",1.985557,
"SVN","POP","TOT","MLN_PER","A","2000",1.990272,
"SVN","POP","TOT","MLN_PER","A","2001",1.992035,
"SVN","POP","TOT","MLN_PER","A","2002",1.995718,
"SVN","POP","TOT","MLN_PER","A","2003",1.996773,
"SVN","POP","TOT","MLN_PER","A","2004",1.997004,
"SVN","POP","TOT","MLN_PER","A","2005",2.001114,
"SVN","POP","TOT","MLN_PER","A","2006",2.008516,
"SVN","POP","TOT","MLN_PER","A","2007",2.019406,
"SVN","POP","TOT","MLN_PER","A","2008",2.022629,"B"
"SVN","POP","TOT","MLN_PER","A","2009",2.042335,
"SVN","POP","TOT","MLN_PER","A","2010",2.049261,
"SVN","POP","TOT","MLN_PER","A","2011",2.052496,
"SVN","POP","TOT","MLN_PER","A","2012",2.056262,
"SVN","POP","TOT","MLN_PER","A","2013",2.059114,
"LVA","POP","TOT","MLN_PER","A","1995",2.485,
"LVA","POP","TOT","MLN_PER","A","1996",2.457,
"LVA","POP","TOT","MLN_PER","A","1997",2.433,
"LVA","POP","TOT","MLN_PER","A","1998",2.41,
"LVA","POP","TOT","MLN_PER","A","1999",2.39,
"LVA","POP","TOT","MLN_PER","A","2000",2.368,
"LVA","POP","TOT","MLN_PER","A","2001",2.337,
"LVA","POP","TOT","MLN_PER","A","2002",2.31,
"LVA","POP","TOT","MLN_PER","A","2003",2.288,
"LVA","POP","TOT","MLN_PER","A","2004",2.263,
"LVA","POP","TOT","MLN_PER","A","2005",2.239,
"LVA","POP","TOT","MLN_PER","A","2006",2.218,
"LVA","POP","TOT","MLN_PER","A","2007",2.2,
"LVA","POP","TOT","MLN_PER","A","2008",2.177,
"LVA","POP","TOT","MLN_PER","A","2009",2.142,
"LVA","POP","TOT","MLN_PER","A","2010",2.098,
"LVA","POP","TOT","MLN_PER","A","2011",2.06,
"LVA","POP","TOT","MLN_PER","A","2012",2.034,
